stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0.85,0,0
3dpf,1.26,0,0,1.52,0
5dpf,0,0,0.5,0,0.37
10dpf,10.43,0.65,0,2.93,0.56
