stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,1.5,0,0,0,0.85,0
3dpf,1.8,0.64,0,0,1.46,5.22
5dpf,0,0,2.07,1.35,3.54,12.17
10dpf,2,0,0,0,0.52,13.77
