stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,3.63
3dpf,0,0,0.37,0.44,4.04
5dpf,1.09,3.8,0,0,37.71
10dpf,8.9,124.13,0.57,0.83,39.31
