stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0.56,0,0,0
5dpf,0,0,0.58,1.34,56.32
10dpf,2.39,0.77,0,2.54,0
