stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme
2dpf,2.62,0,0,0
3dpf,0,1.35,0,0
5dpf,0,0.56,0,1.02
10dpf,4.43,45.49,9.93,0.95
