stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.84,0,0,0.49,0,0
3dpf,24.82,0,0,0,0,0
5dpf,6.79,0.29,0.87,3.62,1.92,1.62
10dpf,47.4,0,0.55,2.9,0,0.41
