stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.59,0,0,0.91,0,0,0
3dpf,9.54,0,0,0,0,0,0
5dpf,0,0.86,0,0.34,3.04,0.59,1.38
10dpf,12.25,0.39,0.61,0,0,0,0
