stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
19hpf,3.12,0,0,0,0,0,0,0,0
2dpf,27.37,0,3.19,4.17,9.75,20.81,3.65,7.35,16.51
3dpf,80.69,0,0.29,2.66,3.06,27.34,1.47,1.21,3.9
5dpf,8.38,0.73,2.86,3.68,2.17,33.15,5,4.1,18.68
10dpf,31.24,0.82,0.48,0.79,1.25,10.39,0.83,0.44,3.16
