stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,2.19,0,0,0,0.88,0,1.49,1.12
3dpf,0.58,0,0.47,0.37,2.5,0,0,0
5dpf,0,0,0,0,0,0.82,0,2.61
10dpf,1.22,0.44,0,0.47,1.53,0,0,0
