stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
16hpf,0,0,0,2.13,0,0
24hpf,0,0,0,0.82,0,0
2dpf,0,0,1.47,0,0,0
3dpf,1.86,0.77,0,0,1.46,0.91
5dpf,0.45,2.03,0.33,1.3,1.76,0.49
10dpf,0.57,1.26,0,0,1.21,0
