stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,17.37,0.63,1.05
3dpf,0.84,0,0,3.08,1.37,0
5dpf,0,0,0.45,31.06,3.68,0.99
10dpf,0,0.53,0,14.62,2.98,0.78
