stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,2.67,0,1.23,0,3.51,7.42,2.15,5.21
3dpf,0.51,0,0,0,0,0,0,0
5dpf,0,0.73,1.02,0.74,0,1.43,0,4.04
