stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,271.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.46,0,0,0,0,0,0,0,0,0,0
  5-6,125.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.05,0,0,0,0,0,16.73,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.12,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,16.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.2,9.39,0,0,23.39,0,0,0,0,0,0,5.88,0,0,0,0,0
 14-21,0,0,0.81,6.92,2.55,0,6.24,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0.82,0,0,2.22,66.32,0.97,0,2.14,0,0,0,5.8,0,1.94,2.85,25.45,0,0,0,0,0
 24-34,0,0,0,2.58,0,0,21.89,0,0,0.64,1.62,0.64,0,1.72,0.71,0.64,0.7,0,0,0,3.1,0,0,3.76,107.59,0.67,0,0,0,0,4.36,0,1.39,0,0,28,0,0,2.02,0,0.77
 36-46,0,0,0,7.47,0,0,12,0,0,0,11.28,0,0,7.06,0,0,0,1.17,0,0,9.68,0,0,3.04,67.58,0,0.73,1.96,0,0,3.1,0,2.55,0,0,17.45,0,0,0.63,0,9.67
 48-58,0,0,0,0.6,0,0,13.15,0,0,0,12.92,0.64,0,0,0.77,0,0,0,0,9.21,7.01,0.95,0,1.25,14.93,0.99,1.06,1.74,0,0,19.26,0,0,1.3,0,16.75,0,0,1.63,0,0.53
 60-70,0,0,0,1.25,0,0,28.41,0,0.75,0,7.96,0,4,0.59,9.3,0,0,1,0,3.2,14.67,0,0,0.81,13.95,0,0,0,0,0,13.01,0,3.81,0,0,11.1,0,0,6.43,0,5.58
 72-82,0,0,0,0.59,3.8,0,20.9,0,0,0.74,9.92,1.52,0,1.75,3.29,1.27,0,0.57,0,0,22.34,1.67,0,1.23,17.54,0,3.15,3.35,0,0,21.66,0,0,0,0,1.03,0,0.52,4.68,0,0
 84-94,0,0,0,5.56,5.65,0,14.16,0,2.95,0.67,7.06,6.83,0,1.46,10.58,1.5,0,0,0.68,8.13,37.89,2.15,0,1.33,21.73,0,0.66,3.64,0,0,56.32,0,1.97,0,0,2.25,1.34,0.68,5.27,0.89,0
 96-106,0,0,0,12.52,17.17,1.07,16.48,0,0,0,8.97,4.03,0,0,12.48,0,0,2.58,0,0,9.85,1.26,0,0.9,47.09,0,3.02,7.85,0,2.52,87.03,0,0.62,0,0,3.91,1.26,0,3.98,0,2.68
108-118,0,1.84,0,8.27,21.62,0,20.22,1.5,4.24,3.26,28.17,12.44,0,0.63,8.92,3.63,5.67,1.28,2.67,1.67,43.98,6.76,3.53,3.3,31.53,0,0.86,3.72,0,3.07,58.57,0,0.44,0,0,8.5,2.13,0,11.37,0,18.84
120,0,0,0,14.81,8.73,1.89,6.25,1.75,2.08,0,11.11,3.81,0,0,11.24,4.62,1.62,0,9.97,0,83.46,0,0,11.8,49.67,0,18.58,4.39,0,0,74.32,0,0,0,0,4.36,3.81,0,14.12,0,0
