stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,129.75,3276.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.18,0,0,0,0,0,0,0,0,0,0
  5-6,138.97,1694.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.35,0,0,0,27.04,0,49.14,0,0,0,0,0,0,0,0,0,0
  7-9,39.36,0,0,9.19,0,0,0,8.5,0,0,0,0,0,15.42,0,0,0,0,0,0,0,0,0,0,0,157.94,0,0,0,33.07,0,3.28,20.14,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.79,0,0,0,0,0,0,0,0,0,42.26,0,0,0,0,0,0,0,0,0,0,0,214.51,0,0,0,17.82,0,5.07,15.33,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,21.57,0,0,0,0,0,0,0,0,0,0,1.02,42.55,0,0,0,0,11.21,0.82,0,0,6.03,1.28,1.51,1.05,0,0,130.55,1.23,2.58,3.36,1.97,1.09,0,0,0,0,0
 24-34,0,0,0.81,0,13.18,0,0,2.34,0,0,0,0,6.68,0,0,12.47,129.69,0,2.51,3.13,0,1.33,21,0,0.83,114.55,0.61,96.64,0.86,0,0,363.5,0,2.2,10.55,0,6.1,0,0,0,0,0
 36-46,0,0,0.95,0,1.24,0,0,2.05,0,0,0,1.08,1.57,0,0,40.36,46.16,0,2.26,2.46,0,2.46,16.42,0,0,270.33,0,101.23,0,0,0,449.1,2.09,0,9.71,0,3.43,0,0,0,0,0
 48-58,0,0,0,0,18.13,0,0,10.84,0.57,1.87,0.4,5.11,3.88,1.03,0,47.77,12.29,0,0.47,0.77,0,5.3,7.65,0,1.57,172.61,5.31,81.25,0,0,0,311.36,0,0,0.74,0,8.35,0,0,0.98,0,0
 60-70,0,0,1.85,0.85,49.25,0,0,18.55,0.61,9.56,0,10.43,54.31,3.71,0,64.75,15.29,0,5.09,0.78,0,7.2,9.41,0,0,81.36,0,100.22,2.64,0,0,404.64,1.49,0,1.46,0,10.92,17.67,0,0.98,0,8.43
 72-82,0,0,18.46,0,153.27,2.35,0.55,32.19,1.33,5.24,0,2.22,177.03,2.05,0,73.16,35.77,0,15.36,4.49,0,24.1,41.09,0,1.68,161.87,0,175.69,2.36,0,0,352.48,0.85,0,0,0,6.43,173.73,0.93,9.07,3.13,0
 84-94,0,0,23.55,7.14,348.67,29.52,7.26,55.94,0.79,21.91,2.25,12.07,720.57,2.88,0,119.11,73.33,0.68,17.2,6.48,0,19.02,32.97,0.72,0,220.43,0,234.77,12.3,0,0,904.63,0,0,13.27,0,5.35,544.85,0,5.42,3.28,0
 96-106,0,0,34.02,7.76,635.95,36.04,0.6,92.62,0,35.96,10.49,25.85,887.38,0,0,147.91,101.92,7.25,34.39,42.82,0,57.86,47.25,4.58,0,203.04,0.6,296.43,9,0,4.44,1086.27,1.33,0,1.3,0,1.12,945.39,1.16,21.18,0,11.35
108-118,0,0,29.85,16.06,581.05,6.08,2.95,104.89,1.02,46.34,2.7,22.76,1058.07,0,2.95,140.86,114.89,0.43,33.48,25.35,2.19,36.84,46.33,1.15,1.87,209.8,1.3,230.58,10.64,0,0,854.43,0,0,2.74,0,6.9,876.65,0,15.44,1.57,7.97
120,0,0,5.13,4.45,348.93,1.41,5.04,41.34,1.14,43.23,0,16.89,414.89,0,0,159.52,38.92,0,9.77,12.8,0,58.08,28.84,0,5.6,194.01,0,92.89,22.41,0,0,523.27,0,0,0,0,12.01,353.31,10.97,9.2,0,0
