stage,blastomeres,epidermis,eye,glial,mesenchyme,muscle,neural,somites,spinal_cord,vascular_smooth_muscle
  3-4,25.69,0,0,0,0,0,0,0,0,0
 14-21,0,2.07,0,0,1.18,0,6.66,2.17,0,0
 24-34,0,0,1.7,0,1.44,0,7.45,0,0.72,0
 36-46,0,0,1.68,1.21,0,0,0,0,0.92,0
 48-58,0,0.37,7.91,0,0.82,0,4.13,0,0.98,0
 60-70,0,0,0,0.94,0,0,0,0,0,0
 72-82,0,0,3.24,0,0,0,0,0,0,0.52
 84-94,0,0,0.77,0,0,0.98,0,0,0,0
 96-106,0,0,8.08,0,0,0,0,0,0,0
108-118,0,1.08,1.57,0,0.62,0,0,0,0,0
