stage,eye,glial,mesenchyme,neural,pronephros,spinal.cord
 14-21,0,1.02,0,1.86,0.82,2.94
 24-34,0,0,0,2.36,0,0.63
 36-46,0,0,0,8.92,0,0
 48-58,0.75,0,0,0,0,1.29
 60-70,0,0,0,2.43,0,0
 72-82,0,0.76,0.49,0,0,1.14
 84-94,0,2.88,0,0,0,0
 96-106,0,0,0,0,0,2.16
