stage,eye,glial,mesenchyme,muscle,neural,presomitic_mesoderm,somites,spinal_cord
 14-21,0,0,0,1.11,6.73,0.92,0.93,1.81
 24-34,0.59,1.3,0,0,5.17,0,0,0.62
 36-46,2.79,0,1.34,0,6.11,0,0,0
 48-58,2.98,0,0,0,4.19,0,0,0
 60-70,3.91,0,0,0,1.47,0,0,0
 72-82,1.75,0,0,0,2.19,0,0,0
 84-94,4.01,0,0,1.29,0,0,0,0
108-118,2.28,0,0,0,4.95,0,0,0
120,4.76,0,0,0,0,0,0,0
