stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,13.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,8.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,6.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.22,0,0,0,9.55,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2.27,0,3.12,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,252.53,2.9,3.13,0,0,0,3.32,0,0,0,0.94,183.46,0,0,0,0,0
 24-34,0,0,12.52,0,8.43,0,0,32.31,0,0,0,11.99,0,0,2.15,0,2.24,2.16,0,0,0,4.86,0,0,2.17,3331.5,0.93,111.84,0,0,1.14,20.35,0,0,0.64,1.39,805.95,0,0,1.99,0,0.89
 36-46,0,0,7.06,0,4.77,0,0,93.26,0,0,1.14,28.68,0,0,0,0.96,0,0,0,0,22.16,14.08,0.78,0,6.66,7583.43,12.83,114.24,0,0,0,98.92,0,2.04,0,0,1303.65,0,0,0.93,0,0
 48-58,1.15,0,7.1,0,48.48,1.99,0,559.96,0,2.05,5.17,71.6,0,0.54,7.93,6.66,0.4,2.34,0,0,3.09,42.8,0,8.39,12.48,13537.08,10.81,95.18,0,0,0,63.28,0,3.76,4.01,0,1424.39,0,0,3.17,0,12.82
 60-70,0,0,7.84,0,45.93,1.24,0,2125.23,4.75,0,19.57,113.62,3.45,0,1.67,12.87,0,7.66,0.66,0,2.61,94.24,0,0.7,4.38,17533.5,0,82.6,5.64,0,0,35.51,0,0.62,0,0,1950.2,0,0,13.38,0.89,11.77
 72-82,0,0,9.56,0,52.16,25.66,0,4350.45,0,18.83,13.36,210.53,10.05,0.65,1.27,12.13,2.58,3.3,0,7.9,0,140.83,1.51,8.11,10.4,22980.05,0,100.73,1.42,0,2.89,22.84,1.65,0.73,1.81,0,1213.7,11.58,3.12,22.21,2.17,37.73
 84-94,0,0,6.83,0,155,8.69,0,3793.09,2.98,16.72,19.32,248.29,10.07,2.11,1.92,4.64,2.68,18.73,1.38,6.14,2.87,142.04,1.39,6.95,15.23,15096.34,0,94.82,11.42,0,0,51.88,0,0.81,0.8,0,764.68,8.49,12.74,4.48,5.51,1.77
 96-106,0,0,5.56,0,80.81,30.55,10.85,3600.95,5.51,3.22,1.28,250.87,8.57,0,0,3.56,2.28,13.05,1.64,7.87,0,136.92,5.17,17.75,7.76,13603.37,0.97,115.9,4.16,0,0,43.81,0,2.31,2.04,0,383.95,0,2.85,6.82,4.78,30.77
108-118,0,0,14.46,0.59,95.24,15.38,4.05,3605.97,1.87,1.54,11.25,316.76,2.56,0,0,2.48,2.36,5.69,8.02,10.77,0,66.2,2.28,5.78,10.5,13507.16,0.78,76.38,7.15,0,0,24.52,0,3.33,0,0,324.05,4.05,7.71,20.67,6.11,10.82
120,0,0,17.95,0,208.32,34.01,41.02,4867,8.08,12.51,8.73,395.52,5.91,0,0,7.62,6.82,20.12,0,9.4,0,131.76,2.91,19.06,6.67,25808.37,1.45,185.82,4.09,0,0,17.95,0,0,1.63,0,542.13,2.06,6.44,52.19,0,16
