stage,eye,glial,mesenchyme,mural.cell,neural,spinal.cord
 24-34,0,0,0,0,2.7,0
 36-46,0.56,0,0,0,1.98,0
 48-58,0.49,2.72,0,0,1.09,0
 60-70,0,0,2.07,0,2.17,0
 72-82,0,0,0,0,0,7.05
 84-94,2.35,0,0,3.76,0,0
 96-106,0,0,0,0,1.19,0
108-118,0,0,0,0,3.57,0
