stage,erythrocytes,heart,immune,neural,periderm,spinal_cord,vasculature
 14-21,1.61,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,0.92
 36-46,0,0,0,0,0,0.8,8.19
 60-70,0,0,3.39,0,0,0,0
 72-82,0,0,6.51,0,0,0,0
 96-106,0,1.22,1.1,0,3.94,0,1.86
108-118,0,0,0,0,2.51,0,0
120,0,0,1.6,1.35,0,0,2.37
