stage,epidermis,fin.epithelia,ionocyte,mucous,neural,paraxial.mesoderm,periderm
  5-6,0,0,0,0,17.71,0,0
  7-9,0,0,0,0,0,3.95,0
 60-70,0,0,0,1.1,0,0,0
 72-82,1.11,0,0,0,0,0,1.47
 84-94,0,0.58,0,0,0,0,2.1
 96-106,0.89,0,0,0,0,0,8.38
108-118,0,0,0.43,0,0,0,6.85
120,0,0,0,0,0,0,13.26
