stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,209.01,3565.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.16,0,0,0,0,0,0,0,0,0,0
  5-6,145.32,1260.64,0,0,0,0,0,0,0,0,0,0,0,15.17,0,0,0,0,0,0,0,0,0,0,0,50.31,0,0,0,0,0,17.86,0,0,0,0,0,0,0,0,0,0
  7-9,16.9,0,0,3.8,0,0,0,35.5,0,0,0,0,0,11.12,0,0,0,0,0,0,0,0,0,0,0,346.44,42.64,0,0,103.23,0,0,77.96,0,0,0,0,0,0,0,0,0
 10-12,5.75,0,0,21.17,0,0,0,41.11,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,546.79,95.25,0,0,41.6,0,0,21.88,0,20.61,0,0,0,0,0,0,0
 14-21,0,0,0,11.95,65.76,5.75,0,7.17,0,0,0,0,4.18,0,0,0,0.82,0,0,0,0,8.66,0,0,8.69,92.08,6.08,1.03,0,3.83,0,16.05,4.25,5.68,6.66,3.11,46.7,0,0,2.64,0,0
 24-34,0,0,1.05,0.61,27.74,0.66,0,27.36,0,0.7,0,7.83,4.12,0,4.74,0.6,1.25,0.63,1.83,2.14,0.63,33.69,5.28,0,10.07,549.64,1.09,3.55,4.61,0,0,47.7,0,2.33,5.12,3.43,116.65,0,0,8.58,0,3.62
 36-46,0,0,0,0,23.57,1.48,0,116.26,0,3.55,0,24.41,0,0,0,0.94,0,0,2.94,0,0.85,40.84,0,2.8,9.47,1228.93,1.29,13.02,2.23,0,0,43.01,3.23,0,7.92,0,189.21,0,0,12.66,0,9.65
 48-58,0,0,0,0,17.54,0.39,0,291.77,3.83,2.62,2.02,67.08,0,0,0.88,0.69,0,0,0.59,0,1.2,62.14,3.29,1.88,14.89,1275.79,0.4,3.42,6.26,0,0,31.09,0.56,0,1.31,0,246.4,0,0,6.99,0,4.26
 60-70,0,0,0,0,17.58,0,0,511.43,0.94,6.83,0,64.03,2.71,1.94,0.71,7.1,0,0.63,6.44,11.11,3.77,60.97,2.47,2.45,9.39,1489.42,1.41,3.79,2.97,0,2.35,51.46,0,0,1.84,0,290.75,2.13,0.84,1.41,3.84,30.04
 72-82,0,0,1.14,0.56,13.45,9.57,0,290.57,0,1.64,6.17,52.76,3.23,0.6,1.14,3.44,2.03,0,7.23,1.08,3.79,67.81,2.47,5.83,6.85,744.17,0,2.94,1.83,0,1.87,23.95,0,0,0.52,0,137.94,2.56,0.66,2.88,2.3,7.78
 84-94,0,0,1.05,1.04,19.79,0.66,0,214.08,0,14.68,11.37,27.3,7.62,0.66,3.18,2.63,12.1,1.21,6.81,0,1.24,70.37,0,0,5.54,577.33,2.73,1.7,0,0,0,42.3,0,0,2.35,0,57.02,5.2,3.58,14.42,1.87,5.13
 96-106,0,0,1.37,0,24.3,29.16,0,143.62,0.89,0,4.53,43.59,6.16,0,1.6,5.94,6.48,1.99,6.58,0,1.4,77.1,3.16,6.59,6.05,388.07,2.04,5.05,4.05,0,2.23,43.47,0,0,0.57,0,13.91,1.57,2.07,8.67,3.26,7.3
108-118,0,0,4.41,0.45,47.49,3.16,0.59,138.57,0.98,8.51,6.62,47.12,6.22,0,1.87,5.53,4.77,4.5,5.22,0.52,2.81,79.89,2.33,6.35,7.95,491.35,1.8,6.42,0.58,0,0,37.48,0,0,5.78,0,15.62,2.96,0.66,7.32,0.72,17.94
120,0,0,12.36,0,36.03,1.9,0,243.54,0,16.85,0,40.61,26.79,0,0,34.39,0,1.58,0,0,1.6,84.68,0,19.65,2.53,745.14,2.79,4.79,10.4,0,0,23.37,0,0,2.95,0,19.42,2.56,0,20.38,0,14.25
