stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,2.6,8.98,3163.2,1739.53,0,5.2,0,20.46,0,141.83,6.79,1.18,4.8,221.12,35.24,0,0,2115.3,0,97.57,12.7,0,31.89,726.08,16.88,270.11,0.88,6.33,0,110.04,0,18.66,8.06,30.58,30.6,1713.3,0,0,0,0,0
 24-34,1.21,2.54,2174.17,3375.34,0,98.03,0.62,171.9,8.45,216.29,55.95,0,3.25,406.38,42.78,11.61,37.69,2106.31,0,58.83,46.34,1.21,28.89,2975.64,6.51,2366.41,37.86,0,0,1026.73,0,0,35.75,12.59,11.51,2663.22,0,0,52.57,0,39.47
 36-46,0.85,1.48,1672.61,660.7,0,93.44,5.95,468.29,26.38,79.25,26.09,0,2.81,369.59,31.66,0,102.11,785.42,25.07,67.65,54.4,35.84,19.38,4956.17,4.1,2517.92,58.16,0,1.55,2618.59,0,1.05,27.87,6.04,0,2893.95,0,0,13.78,0,503.41
 48-58,0,1.43,1950.28,62.13,0,334.79,4.25,620.74,40.94,164.32,63.92,2.76,3.56,398.19,20.08,6.32,127.38,298.89,34.62,88.22,28.99,65.31,17.12,4734.15,7.54,1518.7,48.36,0,4.2,2350.01,0,0,6.02,10.87,0,2569.52,0,0,11.56,0,1708.75
 60-70,5.18,1.7,1892.69,24.73,17.21,580.12,2.67,528.66,224.11,872.41,468.83,1,0,344.99,64.9,3.56,280.4,234.56,9.73,434.88,56.45,208.32,17.42,4984.22,29.53,1181.01,86.51,0,0,3346.23,0,0,15.42,7.16,0,1720.78,212.36,24.68,20.55,15.55,1246.1
 72-82,70.68,2.24,1554.65,83.52,0,681.33,10.8,409.59,501.19,1277.37,1226.4,3.35,4.71,358.41,76.53,44.39,590.69,361.19,58.6,406.97,37.27,321.18,23.38,4725.71,3.88,2417.86,89.09,0,3.03,2385.87,3.31,0,12.43,6.53,0,1241.26,1100.79,25.23,31.07,43.05,536.82
 84-94,99.6,9.06,2857.66,68.4,0,653.28,20.05,673.95,268.37,1233.75,2918.1,0,1.32,468.72,195.11,36.56,623.3,477.56,69.14,241.97,100.66,391.22,23.13,3542.91,6.83,2910.91,15.65,0,2.02,8986.09,0,0,119.52,1.45,0,831.66,2881.18,7.82,32.46,37.67,320.5
 96-106,145.05,5.52,2794.02,156.41,14.1,937.57,54.89,571.49,356.44,1453.58,3970.19,0,21.77,462.99,213.45,46.7,1490.19,750.98,15.35,544.41,92.05,462.75,45.84,3170.98,3.44,4605.65,22.58,0,15.93,6677.34,1.14,0,83.03,5.41,0,366.07,4918.83,14.05,90.35,79.87,161.6
108-118,98.73,14.35,2386.69,62.31,5.45,713.34,64.97,786.19,346.75,1329.18,4410.17,0,0.83,444.33,197.9,65.53,978.85,901.66,62.73,1166,106.93,345.42,89.59,4902.82,7.48,3523.68,26.44,0,21.64,7241.25,0,0,83.14,8.45,0,485.78,4559.68,10.49,84.9,33.28,292.72
120,114.09,3.32,1394.88,54.73,0,426.72,30.79,351.29,392.03,1116.99,1847.52,5.2,3.28,545.28,127.48,49.12,854.74,580.66,23.52,613.86,36.01,284.62,53.3,6937.34,17.23,3888.65,33.3,0,23.08,2472.7,0,0,35.76,0,0,451.8,1714.82,28.44,53.45,38.6,74.95
