stage,eye,mucous,neural,periderm
 14-21,0,0,0,1.67
 24-34,0,0,0,15.41
 36-46,2.26,0,3.59,6.09
 48-58,0,0,0,2.3
 60-70,0,0,0,9.14
 72-82,0,0.83,0.74,3.57
 84-94,0,0,0,12.95
 96-106,0,0,0,12.47
108-118,0,0,0,12.46
120,0,0,0,3.96
