stage,epidermis,eye,glial,mesenchyme,neural,periderm,somites,spinal.cord
 14-21,1.86,0,0,0,7.6,0,0.94,0
 24-34,0.61,0,0,0,2.82,0,0,0
 36-46,0,0.65,1.2,0,2.48,0,0,0
 48-58,0,0,0,0,3.48,0.63,0,2.2
 60-70,0,7.78,0,0,1.21,0,0,0
 72-82,0,0.65,0,0,1.79,0,0,0
 84-94,0,0.67,0,0,0,0,0,3.15
 96-106,0,0.62,0,1.51,0,0,0,0
108-118,0,3.01,0,0,2.37,0,0,0
