stage,axial,blastomeres,endoderm,eye,hatching_gland,neural,notochord,paraxial_mesoderm,periderm,pgc,pronephros
  3-4,82.31,1075.83,0,0,0,0,0,0,40.18,0,0
  5-6,163.53,2751.44,10.26,0,33.58,199,0,52.77,23.66,0,0
  7-9,78.56,72.53,138.73,349.8,60.91,2403.5,96.56,944.81,0,22.38,0
 10-12,0,50.99,120.72,324.53,48.25,2129.11,58.46,746.58,0,5.33,67.32
