stage,eye,mesenchyme,muscle,neural,olfactory,spinal_cord,visceral_smooth_muscle
 24-34,0,0,0,1.41,3.19,0,0
 36-46,0,0,0,0.63,0,0.88,0
 48-58,0.75,0.98,0,3.44,0,0,0
 60-70,4.99,0,0,0,0,0,0
 72-82,0,1.31,0,6.98,0,2.07,0
 84-94,0.58,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,0.75
108-118,0,0,1.57,1.6,0,0,0
