stage,epidermis,eye,glial,mesenchyme,mural.cell,muscle,neural,pronephros,spinal.cord
  7-9,0,0,0,0,0,0,3.9,0,0
 10-12,0,0,0,0,0,0,6.68,0,0
 14-21,0,0,0,5.02,0,0,0.86,0.81,0
 24-34,0,0,0,0,0,0,4.81,0,0.72
 36-46,0,1.75,0,1.82,0,0,0.96,0,0.91
 48-58,0,1.76,0,0,0,0,0,0,0.56
 60-70,0,0.61,2.72,0,0,0.6,2.61,0,0
 72-82,0,0,0,0,1.13,0.59,0,0,0
 84-94,0.87,0,0.84,0,0,0,1.09,0,0
108-118,0,4.48,0,0,0,0,0,0,0
