stage,eye,neural,spinal.cord
 36-46,0,10.54,0
 48-58,0.42,14.35,1.36
 60-70,0,17.24,0
 72-82,0,7.53,1.2
 84-94,0,18.14,0
 96-106,0,0,3.55
108-118,0,1.41,0
