stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,14.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,47.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.18,0,0,0,21.51,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,8.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.12,0,0,0,54.82,0,0,6.03,0,0,0,15.54,0,0,0,0,0,0
 14-21,0,0,0.81,35.98,3.03,0,2.07,0,0,0,2.24,1.5,0,8.72,0,0,0,0,0,0,38.6,0,0,56.12,48.1,22.14,0,1.09,1.18,0,28.28,0,53.73,3.28,2223.12,2394.06,25.35,0,0,0,0,0
 24-34,0,0,1.44,23.28,0.86,0,12.74,1103.71,0.86,1.75,5.57,0.66,0,17.05,0,1.71,0,2.24,8.02,3.35,42.02,0,0,137.39,240.35,8.3,1.61,4.33,10.77,0,37.83,0,3.96,1.83,1371.4,1799.63,59.15,0,0,13.56,0,2.07
 36-46,0,0,0,24.19,2.36,0,33.1,2801.44,1.14,0.61,9.58,0,0,11.48,0,3.67,0,0.74,0,0.61,45.62,0.58,2.04,124.4,267.83,21.86,4.15,0,42.69,2.1,42.39,0,1.05,0.56,928.32,110.25,51.37,0,0,9.83,0,0
 48-58,0,0,0,16.1,0.45,0,149.49,2227.2,6.4,4.62,46.15,0,0,3.66,0.42,0.4,0,0.41,4.94,4.8,81.63,3.1,7.86,133.48,487.59,21.52,1.04,5.59,0,0.47,9.6,0,0,0.42,453.44,0,89.57,0,0.37,17.15,0,20.73
 60-70,0,0,0,6.63,0,0,133.41,1252.04,3.9,3.2,25.88,0,0,8.82,0,2.43,0,0,0,0.72,93.05,0,9.73,150.82,339.78,2.02,0,1.16,2.43,2.16,16.5,0,0,0,199.88,0,57.41,0,14.96,2.8,0,6.64
 72-82,0,0.62,0,6.34,7.73,0,154.59,741.05,0.55,8.04,27.44,1.78,0.65,0,2.84,0.49,0.51,1.85,0,4.47,120.73,2.54,5.81,115.28,236.81,3.58,0.93,2.75,2.25,2.47,8.87,0,0,0,73.56,0,43.6,0.5,5.58,10.15,15.19,10.94
 84-94,0,0,0,25,10.96,3.04,248.68,1234.15,4.84,5.54,56.57,0.8,0,2.86,1.55,2.28,0,7.55,2.11,11.88,98.74,1.51,7.77,150.38,311.2,6.67,0.56,7.89,0,0,48.27,0,0,1.07,132.71,0,25.63,2.41,1.86,19.25,4.73,24.27
 96-106,0,0,0,24.69,27.51,7.59,296.4,1664.19,3.54,15.49,59.25,1.75,0,3.64,2.32,0.99,5,11.87,4.97,0.75,92.87,3.8,0.7,139.93,305.09,0,1.4,2.97,0,9.44,57.63,0,0,0,125.15,0,20.84,2.45,1.88,35.13,15.95,9.29
108-118,0,0,0,29.15,9.3,1.51,136.93,1192.97,7.1,5,36.13,2.55,0,10.01,5.9,1.66,13.09,0.62,33.03,1.31,148.27,0.5,0,142.75,327.96,0,3.86,0.74,0,16.03,41.94,0,0,0,100.76,0,18.23,1.65,5.48,20.48,2.71,2.32
120,0,0,0,17.86,20.11,0,111.57,703.03,15.06,2.83,27.49,0,0,1.15,11.94,0,0,0,0,8.73,73.27,0,0,234.11,191.98,0,1.11,5.78,0,8.7,26.2,0,1.12,0,24.15,0,12.84,0,0,15.84,3.17,0
