stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,10.18,304.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.54,0,0,0,0,0,0,0,0,0,0
  5-6,0,132.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.01,6.86,0,0,0,0,0,0,0,0,0,0,0,7.38,0,0,0,0,0,0,0,0,0,0,0,82.91,11.16,0,0,26.83,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,13.9,0,6.19,0,4.44,0,20.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.78,0,0,0,61.87,0,0,0,11.78,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.32,10.15,3.96,0,8.01,0,0,0,0.9,0,0,0,0,2.9,0,0,6.07,0.8,16.56,0,0,15.85,42.44,6.47,0,0,0,0,2.24,6.72,0,1.92,8.42,20.53,0,0,1.21,0,0
 24-34,0,0,0,0,6.14,0.68,0,15.69,0,2.92,0.76,3.62,1,0,3.92,6.97,10.55,0,0,0,9.51,16.28,2.25,0,6.01,151.56,0,3.22,2.11,0,0,10.97,0,5.6,0,3.18,31.32,0,0,14.76,0,7.14
 36-46,0,0,0,0,3.41,0,0,59.23,0.67,0,0.6,5.04,0,0,0,8.67,7.64,7.36,0,0,16.95,16.3,0.65,0,8.45,173.22,0,2.08,3.85,0,0,6.12,0,5.94,0,0,36.69,0,0,2.3,0,15.27
 48-58,0,0,0,0,4.54,0,0,72.42,1.48,4.98,0.89,27.2,0,0,1.25,2.65,0,1.09,0.51,0,2.25,28.4,0,0.4,9.88,189.45,0,1.35,0,0,0,0,0,0,0,0,36.39,0,0,8.67,0,21.5
 60-70,0,0,0,0,3.83,2.84,0,117.76,3.49,0,1.91,28.94,3.13,0,0,3.78,0.58,1.99,0,0,1.64,28.46,0.73,4.4,3.78,155.79,0,0,8.82,0,0,9.37,0,4.02,0,0,28.82,0,0,2.82,0,30.51
 72-82,0,0,0,0,2.32,8.02,0,140.52,0,0,2.28,24.51,0.76,0,0,5.81,3.37,2.86,2.21,2.13,3.47,59.37,0,0.75,5.57,136.05,0,4.06,1.29,0,0,8.59,0,2.94,0,0,38.9,0,0.89,11.06,3.15,11.7
 84-94,0,0,1.44,0,15.34,0,0,70.89,0,3.24,0.94,43.68,4.73,0,1.02,9.33,4.54,2.99,0,4.41,3.1,37.04,0.98,1.56,2.43,72.97,0,9.38,7.2,0,0.83,17.91,0,1.82,0,0,22.59,0,0,6.05,0,1.09
 96-106,0,0,0.9,0,6.16,0.67,3.47,73.31,0,1.86,0,23.38,5.36,0,0,14.89,1.4,1.87,1.02,0,0.67,24.95,1.42,0,1.71,112.33,1.52,2.85,2.05,0,2.69,13.7,0,1,0,0,10.63,0,0,4.03,3.87,14.06
108-118,0,0,0,0.49,6.7,2.23,0.56,90.11,0,2.51,0,27.81,8.36,0,0,3.37,2.02,14.81,2.27,1.43,1.47,31.44,2.55,3.4,6.15,106.53,0,7.83,0.43,0,0,15.54,0,2.53,0,0,2.92,1.39,1.53,12.13,1.15,8.97
120,0,0,1.37,0,5.97,5.24,0,17.86,0,3.44,6.64,69.07,12.34,0,0,20.83,2.42,13.54,4.94,2.14,4.78,43.89,1.15,0,1.62,228.65,4.31,0,4.86,0,0,6.2,0,2.8,0,0,9.04,1.22,0,17.72,11.93,14.25
