stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,116.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.67,86.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,11.96,0,0,0,0,0,12.07,0,0,0,0,0,0,0,0,0,0,0,56.65,6.48,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,15.05,0,0,0,0,0,11.14,0,0,0,0,0,0,0,0,0,0,0,35.21,7.15,0,0,16.24,0,0,6.41,0,0,0,0,0,0,0,0,0
 14-21,0,0,7.27,0,5.28,0,0,1.91,0,0,0,0.99,0,0,0,0,0,0,0,0,0,3.3,0,0,0,218.56,2.3,1.37,0,0,0,0,0.91,0,0,0.9,229.22,0,0,0,0,0
 24-34,0,0,7.36,0,5.18,0,0,18.03,0,0,0,13.2,0,0,0,2.78,0,0,0.77,0,9.66,16.04,0,0,6.47,1818.52,0,107.41,6.84,0,0,0.79,0,0.64,1.15,2.1,806.9,0,0,1.32,0,1.36
 36-46,0,0,0.98,0,3.78,0,0,100.8,0,0,0,19.85,0,0,0.79,0,0,0,6.69,0,7.43,12.71,0,0,2.06,2995.46,0,96.99,2.15,0,0,0,1.42,0,0,0,791.15,0,0,1.06,0,10.97
 48-58,0,0,0.54,0,20.45,7.57,0,509.14,0.47,0,0,112.51,0,2.24,0,0,0,0,1.11,0,6.75,9.37,2.49,4.89,5.77,4828.46,0,81.07,1.98,0,0,3.01,0,0,0,0,826.12,0,0,0.44,0,7.44
 60-70,0,0,1.27,0,16.5,0,0,1709.72,0,3.43,1.74,121.24,1.25,0,0,0,0,1.14,0.64,0,0,27.88,0,2.73,0.6,5214.31,7.37,55.02,7.37,0,1.8,7.7,0,0,0,0,614.8,0.81,0,7.94,0,11.13
 72-82,0,0,7.94,0,26.54,0.57,0,2298.83,1.57,5.29,0.78,101.38,3.37,1.17,0.89,0,0.75,0,0,0,1.85,35.09,0,0,3.02,4407.6,0,76.11,9.29,0,0,4.89,0,0,0,0,279.26,0.82,2.34,4.86,1.19,9.1
 84-94,0,0,11.2,0,24.21,2.55,0,1407.57,0,0.75,0.69,70.54,11.33,2.65,0,9.05,3.56,1.41,5.23,0.83,0,33.7,0,2.17,2.21,3051.21,0,69.85,11.75,0,0,3.59,0,0,0,0,175.46,1.7,0.64,9.46,1.48,0
 96-106,0,0,9.66,0,23.96,5.34,0,1168.86,0,0.58,2.29,61.72,13.77,0,0,4.46,0,0,4.52,8.71,0,37.47,5.04,1.14,0.6,2258.51,0,137.26,12.44,0,0,4.52,0,0,0,0,58.27,1.22,0,1.74,1.53,0
108-118,0,0,4.44,0.59,17.66,1.98,1.32,776.48,0.54,0,2.78,28.95,4.62,0,0,1.47,1.63,1.37,3.61,0.47,0,17.04,0,0,1.29,2165.65,0,77.3,10.45,0,0,5.44,0.79,0,0,0,44.82,6.62,2.5,0.84,3.8,0
120,0,0,16.2,0,22.99,1.11,0,565.18,5.77,0,0,36.27,0,0,0,0,7.19,0,0,0,0,20.84,0,0,0,1955.8,0,43.39,10.9,0,0,0,0,0,0,0,36.82,2.31,0,13.83,0,1.64
