stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,30.94,972.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.61,0,0,0,0,0,0,0,0,0,0
  5-6,0,79.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,9.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,21.66,0,0,29.42,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,8.42,7.63,0,0,0,5.27,0,0,1.28,0,0,9.67,0,0,0,1.36,0,0,0,0,1.37,4.87,0,0,3.19,0,0,0,0.91,0,1.34,7.99,2.36,0,0,2.92,0,0
 24-34,0,0,0.89,1.2,45.27,5.38,0,8.3,0,32.57,1.5,0,10.12,0,18.9,62.76,0,0,0,0,0,9.28,0,0,3.14,44.76,0,1.25,15.37,0,0,4.46,0,0,0,1.96,14.21,0,0,5.71,0,0
 36-46,0,0,0,0,56.37,0,0,15.85,0,28.62,13.54,3.06,0,0,28.79,61.5,0,0,3.34,6.57,0,21.36,0,2.7,2.24,33.53,0,4.74,21.13,0,0,10.9,0,0,0,0,22.79,0,0,10.02,0,0
 48-58,0,0,0,0,56.4,2.2,0,36.32,0.39,52.98,71.52,3.31,0,0,20.92,49.51,0,0,0.4,4.72,0,37.84,0.59,0.53,5.77,81.28,0,2.47,9.12,0,1.93,15.9,0,0.38,0.73,0,23.27,0,0,7.86,0,0
 60-70,0,0,0,0,78.71,0,0,50.78,0,61.02,76.43,8.66,15.25,0,1.19,40.22,0,0,5.4,16.69,2.57,67.44,0,2.83,19.96,130.27,0,0,19.52,0,0,13.18,0,0,0,0,13.37,0,2.27,22.82,0,0
 72-82,0,0,0.5,0,26.18,0.54,0,49.61,0.5,37.14,74.9,9.52,16.1,0,1.6,53.67,1.39,0.65,5.86,56.8,0,203.52,0.71,5,15.38,188.28,0,4.87,52.82,0,5.54,15.77,0,0.74,0,0,13.66,0,0.74,94.97,2.57,0
 84-94,0,0,0,0,48.87,2.48,0,46.81,0,56.84,63.18,10.83,15.11,0,1.77,79.72,0,8.43,4.22,102.75,0,141.55,2.3,6.29,7.02,159.62,0,7.49,78.69,0,0,40.43,0,1.79,0,0,15.93,2.26,0,61.51,6.33,0
 96-106,0,0,1.28,0,75.21,17.43,0,41.26,4.02,93.32,58.35,11.98,41.05,0,0.99,120.34,1.25,0,19.05,155.51,0,220.17,0.72,11.27,13.74,277.21,0,30.07,117.63,0,3.03,18.07,0,0.73,0,0,5.68,7.69,9.92,140.99,23.28,0
108-118,0,0,0,0,78.01,1.44,7.94,45.95,1.75,79.02,48.91,19.41,28.83,0,1.89,126.31,4.2,4,6.5,201.93,0,334.4,1.41,16.34,11.31,345.31,0.97,21.97,85.47,0,0,5.56,0,0.96,0,0,12.46,3.34,14.6,183.3,16.03,2.13
120,0,0,20.04,0,81.97,0,0,27.72,0,57.74,27.72,2.82,37.77,5.2,0,133.07,0,0,10.66,133.9,0,386.65,1.13,24.18,12.95,438.44,3.27,40.69,124.17,0,1.79,20.92,0,3.44,0,0,0,0,0,214.16,4.72,8.69
