stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,70.82,372.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.94,0,0,0,0,0,0,0,0,0,0
  5-6,57.57,982.84,0,0,0,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,12.56,0,0,0,9.41,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,8.97,13.82,0,45.82,0,0,36.94,0,0,0,0,0,10.32,0,0,0,0,0,0,0,0,0,0,0,480.39,14.71,0,0,165.24,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,7.2,0,0,44.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.75,4.29,0,0,75.58,0,0,0,14.28,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.93,17.78,1.57,8.95,0,0,0,4.05,1.01,0,0,0,0,0,0,0,0,14.94,0,0,17.62,108.98,4.44,0.92,0,1.72,0,6.5,10.9,1.22,0,12.41,38.03,0,0,0,0,0
 24-34,0,0,0,0,3.99,0,13.07,0,0,0,4.51,0,0,1.94,0,0.68,0,0.75,0,0,48.99,0,0,7.27,270.01,4.6,2.09,3.3,0,0,11.84,0,1.17,0,2.08,52.94,0,0,12.58,0,0
 36-46,0,0,0,0,0,0,40.75,0,0.88,0.65,7.79,0,0,1.06,0,0,0,0,0,0,31.67,0,0,6.62,326.79,1.96,0,2.15,0,0,6.49,4.14,0,0,0.83,59.77,0,0,2.01,0,2.92
 48-58,0,0,0,0,15.08,0,83.3,0,0,1.51,14.06,0,0,1.78,0,0,3.3,0,1.87,0.94,49,0,1.28,6.95,240.8,21.01,0.43,0.6,0,0,13.2,0,0,0.46,0,48.92,0,0,0.58,0,0.99
 60-70,0,0,0.89,0,14.52,0,124.94,0,10.8,3.21,9.96,3.53,0,0.58,0,0.58,0,4.64,0,0,56.6,0,0,8.88,244.19,2.64,8.92,0,0,0,6.08,0,0,0,0,32.29,0,0.65,5.15,0,0
 72-82,0,0,0.54,0,5.6,8.36,172.98,0,0.69,2.11,12.92,0.56,0,1.04,0,0.54,0,1.72,0,0,83.89,1.8,3.21,5.69,209.4,0.53,3.83,0.56,0,0.72,7.76,0,0,0,0,33.88,0,0.5,5.67,2.3,0.55
 84-94,0,0,0,0,17.64,0.84,78.49,0,1.52,0.87,14.32,2.68,0,3.73,2.12,0,0.62,0,0,0,46.81,4.02,0,4.71,157.14,9.03,4.04,6.14,0,0,17.26,0,0,0,0,16.18,0,2.17,2.07,0,0
 96-106,0,0,0,0,3.97,4.28,75.17,1.34,0,0.66,22.79,0.66,0,3.13,1.88,1.79,0,1.31,7.38,0,48.76,0,6.67,2.35,128.53,3.14,2.96,2.49,0,0,23.92,0,1.12,0,0,5.89,1.44,0,4.64,0,1.06
108-118,0,0,0,0,17.28,0,96,2.62,0.82,1.91,20.29,5.65,0,0,3,2.1,3.44,0.49,0,2.01,50,1.15,0.45,4.89,164.53,0.45,0.57,6.14,0,3.38,14.08,0,0,0,0,0.58,0.43,0,5.2,0.57,0.87
120,0,0,0,0,9.62,0,100.56,0,1.27,10.08,12.77,1.77,0,0,3.35,7.94,0,0,0,0,56.6,0,11.39,7.36,292.9,5.19,4,3.34,0,0,4.14,0,1.13,0,0,10.01,0,0,10.9,0,0
