stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,46.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.36,55.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.02,18.05,0,9.34,0,0,0,27.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.51,22.13,0,0,44.06,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,16.79,0,5.1,0,14.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.12,38.13,0,0,90.25,0,0,13.38,4.19,8.18,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.54,32.51,4.25,0,7.77,0,0,0,2.23,1.98,1.07,0,1.07,0,0,0,0,21.16,0,0,14.17,54.37,24.62,0,0,3.67,0,0,0,4.18,0,1,14.67,31.39,0,0,3.4,0,9.35
 24-34,0,0,0,0,10.56,0.66,0,12.04,1.52,0.78,0,3.89,0,4.1,0,0,0,0,0,3.17,62.14,0,0,33.8,100.7,38.08,0,0,0,0,1.98,0,0,0.93,0.91,6.29,32.2,0,0,61.2,0,1.8
 36-46,0,0,0,0,0,0,0,7.91,3.62,1.19,3.6,0,0,0.75,0,0.75,0,0,0,16.29,71.1,0,0,12.52,51.21,64.56,0.98,0,0,0,0,0,0,0,1.29,1.38,23.47,0,0,40.07,0,10.09
 48-58,0,0,0,0,4.76,1.34,0,21.01,4.83,0.62,12.25,12.15,0,1.66,0,3.44,0,0,0,23.07,134,0,1.67,12.11,60.83,81.36,3.1,0.47,0,0,0,0,0,0.96,0,0,22.42,0,0,28.79,0,45.03
 60-70,0,0,0,0,0,0,0,36.85,7,0,4,4.32,3.82,2.18,0,0,5.28,0,0,15.02,139.28,0,0,12.77,62.71,32.54,0,1.51,0,3.58,3.25,0,0,0,0,0,36.4,0,1.5,37.6,0,53.14
 72-82,0,0,0,0,5.93,0.79,0,22.45,5.79,0,13.56,11.25,10.53,8.58,0.5,2.24,2.89,0.71,0,6.01,282.48,0,5.82,7.44,60.16,24.87,0,0,0,1.49,0,0,0,0,0,0,12.3,1.06,3.21,96.05,5.55,82.47
 84-94,0,0,0,0,14.03,3.13,0,23.99,19.81,0,8.26,11.68,27.43,1.44,0,7.5,6.62,0.61,0,29.26,338.59,0,3.51,6.43,85.91,46.35,0,0,0,2.97,3,0,0,0,0,0,11.38,10.05,4.92,47.1,3.64,23.04
 96-106,0,0,0.63,0,11.82,8.82,0,22.18,14.93,0.96,1.09,10.04,81.94,7.35,1.83,1.46,10.03,0,1.12,2.97,331.54,0,1.47,9.07,146.06,24.67,1.81,0.56,0,0,0.67,0,0,0,2.58,0,3.4,12.72,2.85,93.61,9.46,77.63
108-118,0,0,0,0,12.23,2.48,1.12,34.3,8.16,1.34,11.32,22.8,177.42,2.38,1.2,1.95,16.81,0,8.09,10.86,253.92,0.94,10.58,4.85,104.15,16.07,0.72,0.85,0,9.84,0,0,0,0.56,1.86,0,12.66,41.54,3.67,75.03,3.15,74.14
120,0,0,0,0,7.02,14.25,0,12.1,3.59,0,8.24,24.28,121.12,5.85,11.04,5.25,15.69,0,9.22,4.02,237.56,0,4.29,10.8,152.27,56.67,0,2.51,0,0,0,0,0,0,1.69,0,23.84,7.53,18.73,76.31,15.97,31.26
