stage,eye,fin.mesenchyme,glial,ionocyte,mesenchyme,muscle,neural,olfactory,otic,periderm,spinal.cord
 14-21,0,0,0,0,0,0,9.57,0,0,0,0.95
 24-34,0.79,0,0,0,0.72,0.65,9.18,0,0,0,2.19
 36-46,2.59,6.9,0,0,0,0,4.93,1.29,0,0,5.8
 48-58,1.94,0,0,0,0.44,0,10.25,0,0,0,0
 60-70,7.31,0,0,0,0.86,0,3.26,0,0.63,0,0
 72-82,0,0,0.86,0,0.59,0,7.97,0,0,0,0
 84-94,0,0,0,0,0,0,0,0,0,0,2.55
 96-106,5.88,0,1,1.06,0,0,0,0,0,0,0
108-118,0,0,0,0,1.02,0,7.64,0,0,1.12,0
120,0,0,0,0,0,0,11.73,0,0,0,0
