stage,blastomeres,fin.mesenchyme,glial,immune,mesenchyme,muscle,neural,periderm,spinal.cord,vascular.smooth.muscle
  3-4,56.38,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,4.77,0,0,0
 14-21,0,0,0,0,0,1.52,1.44,0,0.99,0
 24-34,0,0,0,0,0,0,3.93,0,0,0
 36-46,0,0.74,0,0,0,2.37,6.4,0,1.42,0
 72-82,0,0,0,0,0.52,0,0,0,0,0
 84-94,0,0,0,0.59,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,0.66,0,0,0.77
108-118,0,0,2.46,0,1.84,0,0,0.47,0,0
