stage,epidermis,erythrocytes,eye,mesenchyme,neural,spinal.cord,vasculature
  7-9,0,0,5.11,0,4.17,0,0
 10-12,0,0,0,0,13.9,0,0
 14-21,0,0.96,0,0,0.84,0,0
 24-34,0,0,0,0,2.13,2.21,0
 36-46,0,0,0,0,0.61,0,0
 48-58,0,0,0,0.59,0,0.78,0
 72-82,0,0,3.21,0,0,0,0
 84-94,0,0,0,1.63,3.04,0,0
 96-106,0.6,0,0,1.74,5.54,0,0
108-118,0,0,0,4.43,3.46,0,0.86
