stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,57.31,672.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,74.1,1132.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.03,11.17,0,0,22.59,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,35.17,52.57,20.73,0,0,0,86.09,0,0,0,0,0,27.46,0,0,0,0,0,0,0,0,0,0,0,729.86,17.81,0,0,216.96,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,52.21,38.77,0,0,0,85.61,0,0,0,0,0,8.26,0,0,0,0,0,0,0,0,0,0,0,729.96,21.19,0,0,254.1,0,0,5.47,0,26.73,0,4.35,0,0,0,0,0,0
 14-21,0,0,0.86,19.68,11.28,0,4.04,0,0,0,0.88,1.08,0,0,0,0,0,0,0,0,6.91,0,0,6.36,117.73,3.55,0,2.09,4.65,0,0,0,14.68,1.14,0.88,20.37,31.75,0,0,1.35,0,0
 24-34,0,0.83,0,10.78,0.62,0,26.26,0,0,0.86,4.11,0.77,0,0,0,0,0,0,0,0,20.68,0,0,11.99,385.6,3.84,2.49,3.5,0,1.14,0,0,0,0.71,0,4.11,69.95,0,0,3.82,0,2.6
 36-46,0,0,0,17.51,0,0,37.21,0,0,10.59,12.95,0,0,0,0,0,1.88,0.74,0,0,31.3,0,1.06,10.02,559.38,2.76,7.5,12.13,0,0,1.02,0,0,0,0,1.38,86.87,0,0,7.17,0,0
 48-58,0,0,0,11.06,0,0,127.7,0.91,3.45,0.56,41.44,0,0,3.59,4.99,0,6.72,1.27,0,0,35.81,0,0.54,4.1,671.66,4.39,0.41,0.44,0,0.53,5.58,0,0,0,4,0,118.48,0,0,8.97,0,5.43
 60-70,0,0,0,7.35,0,0,216.53,0.9,4.38,0.8,59.86,0,0,0.78,0.6,4.18,0.69,1.39,0,0,33.45,2.49,0,3.25,603.3,8.1,0,7.98,0,1.21,1.1,0,0,0,1.33,0,66.68,0,0.57,6.84,0,0.69
 72-82,0,0,0,4.24,0,0,175.83,3.97,3.72,0.6,60.96,2.8,0,0.9,1.62,0.7,0.55,0.66,0,1.1,55.26,0,1.82,6.91,594.62,0.52,5.18,1.06,0,3.28,0.95,0,0,0,0,0,45.95,0,0,5,0.81,4.57
 84-94,0,0,0,14.53,5.48,1.52,169.96,0,1.83,4.46,29.17,1.24,0,0,11.18,1.12,1.49,0,0,0,34,0,1.32,10.15,380.62,4.4,1.17,3.37,0,0,10.38,0,0,0,0,0,49.31,0,1.6,7.89,0,18.18
 96-106,0,0,0,15.36,15.21,0.97,154.14,0,3.03,0,39.72,4.11,0,3.01,2.87,0,0,1.34,5.9,4.28,61.7,0,5.46,4.68,323.36,0.85,1.35,4.31,1.2,6.18,4.02,0,0,0.67,0.6,0,21.66,2.45,2.59,12.37,4.85,0.85
108-118,0,0,0,18.94,0,8.21,118.99,0,0,0,50.88,6.22,0,1.52,1.96,0,7.42,0.78,0.43,3.35,66.11,1.18,0.74,9.93,425.12,0.86,0.88,7.39,0,0,2.06,0,0,5.22,1.43,0,9.63,0,2.21,9.16,0,0.46
120,0,0,0,20.23,1.71,0,111.15,1.21,1.12,0,72.28,0,0,2.11,5.37,0,0,0,0,1.6,79.43,0,0,4.6,464.94,4.72,1.15,18.12,0,0,3.33,0,0,0,0,0,4.49,0,0,8.63,0,0
