stage,epidermis,eye,glial,neural,spinal.cord
 24-34,0,1.24,0,0,0
 48-58,0,7.34,0,0,0.71
 60-70,0,15.95,0,0,0
 72-82,0,61.65,0,1.88,0
 84-94,0.71,38.33,4.6,0,0
 96-106,0,63.29,0,0,0
108-118,0,32.38,0,0.49,0
120,0,10.58,0,0,0
