stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,242.78,3827.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.8,0,0,0,0,0,0,0,0,0,0,0
  5-6,171.33,2096.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.94,0,0,0,16.13,0,7.86,0,0,0,0,0,0,0,0,0,0,0
  7-9,14.31,18.23,0,0,0,0,59.55,0,0,0,0,0,6.77,0,0,0,0,0,0,0,0,0,0,0,697,32.86,0,0,213.34,0,0,19.01,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.31,0,114.97,0,0,148.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939.28,70.09,0,0,255.58,0,0,8.5,0,95.44,0,0,4.33,0,0,0,0,0
 14-21,0,0,0,2.23,18.18,7.13,20.62,0,0,0,5.32,0,0,0,0,0,0,0,0,0,8.36,0,0,7.3,277.48,1.71,0.85,0.81,2.91,0,0,0,8.25,1.77,0,15.53,77.32,0,0,0,0,0
 24-34,0,0,0,0,5.84,0.75,51.98,0,0,0.71,8.84,0,0,0,0.61,3.73,4.4,2.73,0,0.78,25.68,0,0,12.72,618.8,1.09,1.6,5.97,0,1.14,3.5,0,0,0,0.95,2.78,137.46,0,0,4.15,0,0.61
 36-46,0,0,0,0,4.39,1.22,58.04,6.42,0,0,11.7,1.04,0,0,0,0,1.11,1.09,0,0,34.53,0,3.82,4.49,440.76,2.16,2.63,2.14,0,0,0,0,0,0,0,0,100.62,0,0,2.14,0,0
 48-58,0,0,0,0.43,7,0,117.89,0.58,0,0.39,38.9,2.3,0,0.71,0,0,0,0.42,0,0,25.03,0,2.99,6.11,404.74,0.65,0.42,12.42,0,0,1.84,0,0,0,0,0,90.69,0,0,2.27,0,0.85
 60-70,0,0,0,0,0,0,143.4,3.1,0.64,2.28,24.42,4.93,0,0,0.72,2.84,0,1.66,0,0,42.62,0,0,4.88,368.47,0,3.41,1.33,0,0,1.71,0,0,0,0,0,37.96,0,0.57,4.26,0,0
 72-82,0,0,0,0,3.14,0.77,125.2,0,0,0,26.21,2.2,0,3.4,0,0,8.35,0.6,3.59,0,91.25,0,1.12,6.74,327.68,0,1.7,3.48,0,0,0.58,0,0,2.99,0,0,40.35,0,0.75,5.54,1.28,0
 84-94,0,0,0,0,3.58,12.25,88.01,0.56,9.13,0.58,14.36,2.1,0,0.97,1.64,1.63,0,0.73,0,0.95,36.94,0,1.44,12.43,194.02,0.66,0.9,1.66,0,0,4.52,0,0,0,0,0,38.55,1.27,1.22,8.29,0,0
 96-106,0,0,0.99,0,2.73,0,84.25,0,0.56,1.62,40.18,2.5,0,3.23,4.26,0,0.71,0,2.07,0,36.45,2.37,0,11.05,136.97,0,6.01,3.69,0,0,3.01,0,0,1.91,0.84,0,15.93,0,0.92,4.05,2.92,0.72
108-118,0,0,0,0,11.76,0.9,68.87,0,1.01,0.58,36.41,0.82,0,0,5.08,0,0.94,0,5.92,2.2,58.36,0,0,9.35,245.97,2.06,0,1.17,0,0,5.9,0,0,0.46,0.73,0,13.22,1.24,0,7.23,0.72,1.43
120,0,0,0,0,16.43,2.91,63.42,0,0,0,38.7,3,0,0,6.84,0,0,0,0,0,56.12,0,0,20.52,290.1,3.99,11.74,16.07,0,0,2.39,0,0,0,0,0,25.47,0,0,0,1.45,0
