stage,blastomeres,epidermis,gut,immune,muscle,neural,periderm,slow.muscle,spinal.cord
  3-4,19.58,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,5.64,0,0,0
 10-12,0,0,0,0,0,12.55,0,0,0
 14-21,0,0,0,0,0,0,0,3.52,0
 24-34,0,0,1.02,0,0,0,3.15,0,0
 36-46,0,0,0,0,0,0,13.54,6.95,0
 48-58,0,0,0,0.39,0,0,3.78,0,0.38
 72-82,0,0.68,0,0,0,0,2.3,0,0
 84-94,0,0,0,0,0,0,2.79,0,0
 96-106,0,0,0,0,0,0,2.03,0,0
108-118,0,0.75,0,0,0.45,0,3.61,0,0
120,0,3.11,0,0,0,0,2.66,0,0
