stage,blastomeres,eye,neural,spinal.cord,vasculature
  3-4,13.5,0,0,0,0
  7-9,0,0,10.27,0,0
 14-21,0,1.01,1.26,0,0
 24-34,0,0.75,0,0.78,0
 48-58,0,1.22,0,0,0.38
 60-70,0,2.71,0,0,0
 72-82,0,0,1.62,0,0
 96-106,0,6.95,0,0,0
108-118,0,14.44,0.75,0,0
