stage,eye,glial,mesenchyme,mural.cell,muscle,neural,spinal.cord
 36-46,0,1.31,0,0,0,5.32,0
 48-58,0.58,0.45,0,0,0,1.62,0.54
 60-70,0.94,0,0,0,0,8.65,2.59
 72-82,0.85,1.15,0,0,0.73,10.27,0
 84-94,1.4,2.26,2.43,0,0,0,0
 96-106,0,1.47,0,3.24,0,0.59,0
108-118,0.64,0,0,0,0,1.14,0
