stage,blastomeres,epidermis,eye,ionocyte,lateral_line,mesenchyme,neural,spinal_cord
  3-4,36.63,0,0,0,0,0,0,0
  5-6,19.61,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,12.94,0
 14-21,0,1.27,0.91,0,0,0,0,1.17
 24-34,0,0.61,0,0,0,0,0,0
 48-58,0,0,0,0,1.78,0,0,0
 60-70,0,0,0,0,1.7,0,0,0
 72-82,0,0,0,0.66,7.64,2.38,0,0
 84-94,0,0,0,0,4.3,0,0,0
 96-106,0,0,0,1.12,3.57,0,7.44,0
108-118,0,0,0,0,4.37,0,2.62,0
120,0,0,0,0,10.87,0,0,0
