stage,epidermis,eye,gut,liver,mesenchyme,neural,pronephros,spinal.cord
 14-21,0,0,0,0,0,4.33,0,0
 24-34,0,0.7,0,0.95,0,4.67,0,0
 36-46,0,0,0,0,0,11.77,0,0
 48-58,0,0,0,0,0,18.71,0,0.84
 60-70,0,5.48,0,0,0,43.13,0,0
 72-82,0,1.49,2.26,0,0,22.96,0,0
 84-94,0,4.52,3.85,0,0,17.8,0,0
 96-106,0.77,0,0,0,8.54,11.63,0,0
108-118,0,0,0,0,0,21.44,0,1.73
120,1.24,0,0,0,2.45,117.63,2.89,0
