stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,9.55,36.2,1925.34,238.59,0,93.02,0,3.32,0,36.31,33.39,394.12,9.33,39.36,62.47,0,3.77,70.46,10.19,163.43,7.35,0,99.08,1342.71,92.77,15.69,89.68,20.95,0,184.79,3.9,119.69,25.15,150.49,1059.38,472.42,0,0,92.91,0,5.64
 24-34,0.88,10.52,34.36,1426.87,53.41,0,115.43,1.46,64.79,11.16,48.19,20.92,151.31,36.8,157.14,125.01,6.02,58.89,26.46,50.65,524.25,67,0,267.91,1018,25.64,109.77,59.88,0,4.11,125.36,0,2.91,22.31,12.37,398.32,273.87,0,0,396.63,0,29.34
 36-46,0,0.98,2.25,664.41,26.74,0,107.92,7.75,133.76,33.91,104.18,7.84,20.43,34,188,36.26,15.2,35.17,27.62,85.89,616.32,129.37,8.57,157.01,737.55,34.49,97.53,31.09,0,10.15,137.61,1.11,0.86,10,11.76,7.13,152.15,0,1.37,194.14,0,105.53
 48-58,0.58,2.22,2.59,402.05,9.64,0,162.81,15.42,169.95,80.61,161.24,1.77,44.59,24.66,155.39,26.89,19.8,27.76,8.02,89.26,518.46,51.91,22.98,124.14,442.27,8.28,48.75,24.65,0,5.64,62.94,0,0.92,5.04,4.73,0,76.82,0,4.66,129.29,0.78,146.94
 60-70,0,9.06,6.03,416.94,21.15,0,187.7,21.92,131.12,57.71,331.58,24.75,7.51,17.15,170.01,27.55,34.5,21.64,5.49,28.73,693.55,35.91,32.85,105.26,330.88,13.72,56.24,13.82,0,3.73,112.55,0,0,2.12,3.95,0,59.13,6.72,16.73,97.34,9.35,239.44
 72-82,0,18.25,0.56,473.22,27.94,12.44,176.24,18.23,139.11,65.44,473.56,79.81,3.55,19.96,242.92,30.69,16.4,34.76,16.82,58.74,1496,112.44,45.56,144.72,423.87,2.24,89.25,39.71,0,5.03,114.05,0,0,3.82,4.89,0,48.02,21.93,33.06,218.12,40.87,151.58
 84-94,0,23.11,2.08,728.45,47.51,18.17,193.04,16.94,251.69,75.32,326.34,157.44,8.96,29.4,294.69,53.58,55.73,40.18,20.74,39.09,1171.92,80.51,65.21,134.29,305.56,4.88,56.76,44.81,0,8.35,214.69,0,0,8.49,2.39,0,71.32,75.63,38.43,166.28,59.38,196.19
 96-106,0,34.07,1.12,802.72,99.1,19.4,238.52,29.31,232.34,82.94,594.58,315.6,0,31.66,386.23,50.8,61.47,39.52,43.79,26.68,1447.67,130.26,65.35,199.43,442.86,4.45,110.68,67.16,0,41.54,226.92,13.11,0,6.13,0.68,0,30.63,162.27,37.24,194.06,56.27,90.4
108-118,0.45,28.32,6.03,743.7,58.97,28.5,162.09,9.89,249.86,52.65,659.26,239.68,0,18.71,315.9,62.87,132.92,45.33,28.96,46.5,1736.44,91.04,69.87,218.65,590.91,16.29,76.72,67.38,0,33.45,189.46,0,0,11.52,2.33,0,35.29,130.29,30.76,192.32,54.77,179.69
120,0,18.4,0,481.89,68.86,7.6,137.81,6.08,166.47,34.95,478.07,123.69,0,21.59,360.54,35.02,65.74,3.51,3.21,6.55,1391.2,47.68,71.51,175.41,437.51,20.13,94.46,52.79,0,27.47,173.12,2.5,0,6.37,3,0,45.69,78.2,43.13,176.71,66.27,44.45
