stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,179.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,380.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,45.01,0,0,0,0,0,18.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353.71,5.45,0,0,169.99,0,0,28.23,0,0,0,0,0,0,0,0,0,0
 10-12,32.03,0,54.2,0,11.87,0,69.01,0,0,0,0,0,10.44,0,0,0,0,0,10.63,0,0,0,0,0,3503.64,12.82,0,0,222.96,0,0,9.31,0,0,0,0,26.98,0,0,0,0,0
 14-21,0,0,49,180.38,0.89,0,90.48,0,0.91,0,269.08,0,0,3.26,0,14.07,0,0,0,0,4.1,0,0,2.95,6460.16,4.06,107.09,47.37,19.33,0,0.88,0,2.07,0.91,2.67,14,4419.6,0,0,1.24,0,0
 24-34,0,3.28,1.26,62.95,0,0,1458.33,0.68,1.45,1.59,175.54,1.4,0,9.92,2.16,13.68,7.72,3.31,24.59,4.52,92.1,0.93,1.66,71.86,32782.47,20.37,121.49,53.16,0,1.61,63.52,0,1.1,4.87,7.99,4.37,6916.83,0,0,48.73,0,14.29
 36-46,0,0,0,21.53,6.06,0,3478.92,6.06,0,0.61,553.06,0.56,0,2.4,11.17,1.59,0.65,8.36,11.41,18.13,104.57,0,0,29.12,35065.17,2.76,40.26,35.4,0,0,144.84,0,0,0.67,3.17,4.23,10919.94,0,0,24.63,0,11.07
 48-58,0,0,0,111.97,0.38,0,7519.28,10.68,13.48,7.39,1587.57,0.49,0.93,13.36,4.86,6.48,15.9,8.11,1.39,5.5,125.16,0.42,19.23,38.5,21597.06,12.85,29.33,24.16,0,0,44.75,1.63,0,0,0,0,8035.23,0,0.42,21.89,0,44.57
 60-70,0,0,0,34.75,0,0,3121.66,2.26,6.3,0,563.74,0,0,0,4.48,0,0,1.05,0,0,28.84,1.76,2.37,16.57,5243.75,18.72,9.83,20.28,0,0,24.26,0,0,1.26,0,0,1567.04,0,1.77,0,0,5.25
 72-82,0,0,0.51,46.13,14.71,0.64,2043.23,3.75,0,4.96,605.16,2.9,0,5.22,9.71,0,0,8.65,0,7.11,33.68,0.56,0.78,21.14,4317.41,0,23.51,27.09,0,1.4,6.55,0,0,0.73,0,0,512.54,6.42,0,4.09,2.09,6.24
 84-94,0,0,0,45.16,3.47,0,1306.41,2.71,1.43,0,288.85,3.85,0,0,1.62,0.61,1.9,12.15,0.88,0,46.03,3.08,2.06,4.34,2192.39,0.64,4.11,36.03,0,0,11.51,0,0,0,0,0,345.87,2.74,0,2.49,2.45,2.44
 96-106,0,0,0,43.47,7.52,0,722.97,1.77,1.4,0,255.39,0.56,0,4.94,5.95,0.74,0,2.55,14.93,0.67,51.19,0,2.92,6.02,1328.29,0.64,4.84,11.87,0,0,6.66,0,0,0,0,0,74.91,3.06,4.7,5.47,0.56,0
108-118,0,0,0,13.56,3.08,0,1036.05,0,0,0,220.18,0.86,0,2.82,0.86,4.03,0,12.04,0,0,23.86,0,3.68,0,2157,0,10.55,6.65,0,0,2.91,0,0,0,0,0,50.15,15.79,1.71,5.33,1.31,1.42
120,0,0,0,88.69,2.01,0,1814.26,0,1.49,6.63,425.81,0,0,0,0,0,11.09,4.51,0,0,35.11,0,10.93,3.11,2937.93,6.85,26.48,36.41,0,0,1.41,0,0,0,0,0,134.55,3.65,0,2.66,0,0
