stage,blastomeres,glial,hatching.gland,neural,periderm,spinal.cord
  3-4,262.25,0,0,0,43.4,0
  5-6,123.94,0,0,34.49,0,0
  7-9,0,0,5.39,0,0,0
 10-12,0,0,0,9.25,0,0
 14-21,0,0,0,1.33,0,0
 24-34,0,1,0,0,0,0.82
 60-70,0,0,0,1.27,0,0
 72-82,0,0,0,1.36,0,0
