stage,blastomeres,eye,mesenchyme,neural,notochord,periderm,spinal.cord
  3-4,12.86,0,0,0,0,0,0
  5-6,6.81,0,0,0,0,0,0
  7-9,0,5.83,0,3.77,5.08,0,0
 10-12,0,6.59,0,34.09,0,0,0
 24-34,0,0.84,0,1.11,0,0.93,0.63
 36-46,0,0,0.79,0,0,0,0
 48-58,0,0,0,8.07,0,0,0
 60-70,0,0,0,6.27,0,0,5.77
 72-82,0,0,0.57,0,0,0,2.2
 84-94,0,0,1.15,0,0,0,1.08
 96-106,0,0,10.58,0,0,0,0
108-118,0,0.54,0,0,0,0,0
