stage,epidermis,eye,fin_mesenchyme,glial,gut,neural,olfactory,periderm
 14-21,0,0,0,0,0,1.92,0,0
 24-34,0,0,0,0,0,3.06,2.32,0
 36-46,0,1.28,0,0,0,0,0,0
 48-58,0,0,0,0.5,0,0.95,0,0
 60-70,0,0.89,0,0,0,0.66,0,0
 72-82,0.76,0,0,0.49,0,0,0,0
 84-94,0,0,1.93,0,0,0,0,0
 96-106,0,0.57,0,0,0,1.21,0,0
108-118,0,0,0,0,0.47,0,0,0
120,0,0,0,0,0,0,0,5.41
