stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,480.57,11627.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.64,0,0,0,0,0,0,0,0,0,0,0
  5-6,415.65,8263.09,0,6.55,0,0,0,0,0,0,0,0,0,45.23,0,0,0,0,0,0,0,0,0,0,0,306.99,63.17,0,0,77.35,0,63.8,0,0,0,0,0,0,0,0,0,0,0
  7-9,90.37,254.15,0,312.6,0,0,0,948.34,0,0,0,0,0,275.53,0,0,0,0,0,0,0,0,0,0,0,6644.84,182.01,0,0,2265.29,0,19.75,113.95,0,23.1,0,0,0,0,0,0,0,0
 10-12,0,187.08,0,226.18,0,13.55,0,429.75,0,0,0,0,0,57.95,0,0,0,0,0,0,0,0,0,0,0,4371.08,123.36,0,0,1533.45,0,20.38,73.07,4.61,157.85,0,5.78,13.62,0,0,0,0,0
 14-21,0,0,2.51,21.71,168.86,38.01,0,104.95,0,0,0,15.13,10.07,0,3.14,0,9.2,0,0,0,2.21,69.36,0,0,65.89,864.24,18.75,8.44,6.77,22.65,0,17.22,15.85,119.02,4.28,6.15,153.29,288.91,0,0,8.51,0,0
 24-34,0,0,0.75,17.49,95.69,8.24,0,189.74,0,3.47,2.87,39.96,9.6,0,8.21,2.03,4.74,0,3.69,9,2.63,200.14,1.29,0,64.01,1948.46,26.22,17.92,13.39,1,0,77.22,0,0.93,6.3,4.53,27.33,489.61,0,0,67.21,0,7.62
 36-46,0,0,0,0,31.39,2.76,0,272.06,4.87,1.62,3.01,59.71,2.68,0.76,2.35,3.85,3.07,0,1.96,5.74,10.45,230.48,1.59,5.12,66.42,1720.13,13.04,18.73,5.77,0,0.77,166.51,0.73,0,1.77,5.69,1.09,458.6,0,0,30.47,0,26.8
 48-58,0,0,0,0.5,51.89,1.16,0,414.11,4.4,17.94,6.08,152.33,0,1.89,2.04,0.76,5.58,2.28,1.65,0.38,6.42,228.89,0.79,5.89,44.66,1537.49,10.18,10.05,11.86,0,0.48,51.85,0,0,1.78,4.62,0,322.62,0,2.23,16.36,0,13.62
 60-70,0,0,0.91,0,53.26,2.01,0,558.22,3.1,9.24,9.25,125.95,3.66,1.61,4.84,5.42,2.41,13.6,2.64,0,0.72,275.34,1.8,18.27,46.88,1553.39,2.34,10.45,10.55,0.81,3.39,62.87,0,0,3.97,0,0,236.17,0.81,0.99,38.85,0,4.37
 72-82,0,0,1.31,0,51.22,114.07,0.9,491.57,4.82,9.73,11.27,116.04,3.78,0,2.04,4.87,10.58,3.35,3.33,5.37,0.6,284.77,5.39,11.22,30.15,1048.6,5.97,5.37,29.22,1.13,5.44,37.5,0.56,0,1.94,0,0,160.03,3.91,4.12,39.49,11.53,17.7
 84-94,0,0,6.23,0,47.08,43.51,0,497.64,10.45,13.26,14.76,95.2,15.06,1.24,3.82,12.94,12.86,13.03,3.06,11.88,2.13,267.79,10.5,5.98,34.81,930.76,4.69,4.26,17.68,0,9.39,120.19,0,0,5.34,1.65,0,121.52,3.26,15.46,52.26,7.47,27.86
 96-106,0,0,4.26,0,48.31,179.42,2.64,416.06,2.89,10.37,11.57,145.4,18.03,0,3.67,7.91,8.38,6.78,5.81,4.59,3.09,232.11,16.25,9.05,17.78,655.56,3.49,22.61,17.61,0,2.4,79.52,0,0,3.74,0.68,0,51.65,3.38,4.01,48.93,5.97,5.98
108-118,0,0,0.52,0,64.63,70.43,5.62,333.51,14.05,12.57,5.18,120.99,19.3,0,2.25,10.62,12.98,9.93,3.7,2.84,8.3,237.73,0.87,7.68,23.47,825.14,3.01,5.1,17.24,0,1.08,50.07,0.42,0,4.51,1.23,0,27.11,4.19,7.46,23.13,6.79,16.62
120,0,0,2.94,0,76.3,28.33,2.35,421.77,0,21.84,1.44,177.8,28.88,0,4.06,14,10.73,27.7,8.26,8.26,0,352.95,4.32,8.98,42.59,1162.35,10.06,4.07,6.8,0,16.5,99.38,1.53,0,1.79,1.63,0,63.78,1.84,14.83,55.11,2.31,0
