stage,epidermis,eye,glial,gut,mesenchyme,muscle,neural,spinal_cord
 14-21,0,0,0,0,0,0,1.44,0
 24-34,0,0,0,0,0,0,0.82,0
 36-46,0,2.69,0,0,0,0,58.99,0
 48-58,2.16,9.64,0,0,0,0,56.26,3.68
 60-70,0,5.33,0,0,0,0,82.65,2.83
 72-82,0,6.31,0.5,2.66,0,0.63,28.72,3.06
 84-94,0,3.11,0,0,0,0,10.2,3.72
 96-106,0,0,0,0,1.14,0,23.84,0
108-118,0,0,0,0,3.64,0,9.44,0
120,0,9.3,0,0,6.25,0,90.48,0
