stage,eye,glial,mesenchyme,muscle,neural,otic,presomitic_mesoderm,spinal_cord
 14-21,0,1.09,0,0,1.57,0,1.03,1.91
 24-34,0,2.11,1.96,0,4.77,0,0,0
 36-46,0,0,0.84,0,1.33,0,0,1.8
 48-58,1.13,0,0,0.74,1.3,0,0,0.87
 60-70,3.14,0,0.7,0,0,0,0,0
 72-82,0,0,0,0,0.88,0,0,0
 84-94,0,0,0.76,0,0,0,0,0
 96-106,0,0,0,0,0,0.98,0,0
