stage,epidermis,eye,liver,mesenchyme,neural,spinal_cord,vascular_smooth_muscle
 24-34,0,1.03,0.65,0,4.67,3.12,0
 48-58,2.8,0,0,0,7.67,1.17,0
 60-70,8.5,7.35,0,0.8,1.01,0,0
 72-82,0,0,0,0,3.27,0,0
 84-94,0,0,0,0,2.85,0,0.71
108-118,0,0,0,6.2,0,0,0
