stage,epidermis,eye,immune,melanocytes,mesenchyme,neural,somites,spinal.cord
 24-34,0,0,0,0,0,5.59,0,1.12
 36-46,0,0,0,0,0,4.37,0.69,0
 48-58,0,0.97,0,0,0,7.56,0,0.95
 60-70,0,12.88,0,0,0,0,0,0
 72-82,0,1.31,0,0,0,3.03,0,0
 84-94,0,15.76,0,2.81,0,0,0,0
 96-106,0,0,1.73,0,0,8.86,0,0
108-118,0,0.94,0,0,1.07,3.11,0,0
120,1.34,0,0,0,0,0,0,0
