stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,27.96,1085.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.96,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.48,475.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.83,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.38,0,0,13.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.45,0,0,0,43.32,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,4.07,0,0,0,17.76,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,77.56,0,0,0,73.56,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1.36,0,1.01,13.91,10.81,0,5.02,0,0,1.22,4.59,0,1.84,0,0,0,0,58.28,0,1.75,0,0,3.8,52.24,0,1.08,8.67,1.64,0,0,0,2.54,1.24,2.75,4.68,8.88,0,0,19.66,0,0
 24-34,0,0,0,0,32.64,0.91,0,15.39,1.79,0,4.06,0.74,0,24.06,0,0,0,9.84,24.09,0.81,2.72,0,0,1.6,239.49,5.68,6.95,61.67,0,0,0,0,0,0,0,1.18,17.98,0,0,454.64,0,0
 36-46,0,0,0,0,13.08,0,0,19.24,6.88,0,18.4,1.58,0,13.17,0,0.72,0,10.07,1.42,0,15.58,0,0,3.45,178.29,2.98,9.29,93.66,0,0,6.36,0,0,0,5.58,0,25.01,0,0,583.82,0,12.95
 48-58,0,0,0,0.43,13.3,0,0,16.89,13.41,0,66.33,0,15.14,15.32,0,0,0,25.36,0.44,1.4,97.65,9.28,0,0.38,158.84,4.2,9.78,46.52,0,0,3.43,0,0,0,0,0,26.72,0,0.4,578.4,0,0.92
 60-70,0,0,0,1.7,28.22,15.48,0,110.75,36.21,3.37,138.66,0,14.82,35.11,1.2,0,4.92,50.02,0,7.55,342.55,0,0,1.54,112.52,7.12,17.28,93.72,0,0,8.98,0.64,0,0.63,0,0,14.56,0,0.9,493.68,0,2.58
 72-82,0,0,0.56,0.76,88.61,1.13,0,184.35,25.89,1.62,171.11,4.07,10.06,28.34,1.17,0,4.84,63.96,6.24,0,474.7,14.2,0,1.53,157.88,3.5,11.43,109.26,0,0,13.54,0,0,0,0,0,16.73,2.12,3.66,851.47,0,1.14
 84-94,0,0,0,1,254.17,0,0,268.61,60.39,3.92,98.19,6.74,11.46,20.91,0,3.69,3.04,97.12,0,9.03,435.02,17.53,4.61,3.75,197.56,9.62,49.69,168.75,0,2.68,50.39,0,0,0,0,0,11.52,24.59,1.87,799.85,1.91,2.99
 96-106,0,0,0,0,357.73,5.18,0,315.54,56.44,1.74,136.44,10.34,2.38,32.06,3.35,4.56,1.63,107.72,6.49,0,342.95,25.56,0,0,174.76,2.78,54.87,136.62,0,0,85.63,0.93,0,1.41,0,0,14.5,56.79,0,916.64,5.67,5.81
108-118,0.89,0,0,1.49,436.22,1.91,1,355.01,113.24,3.46,217.17,17.14,0,20.22,0.42,11.08,5.19,99.36,4.12,4.01,292.24,27.49,8.73,4.33,234.48,4.54,51.45,174.73,0,0,97.93,0,0,6.04,0,0,3.31,85.6,0,818.7,0.49,2.42
120,0,0,0,0,450.37,13.62,1.03,411.02,95.78,5.01,233.16,29.11,0,27.53,4.75,1.28,2.63,82.86,14.19,0,461.26,25.3,27.51,2.81,283.75,3.31,46.23,211.55,0,0,183.84,0,0,0,0,0,10,29.21,10.18,1008.85,5.05,0
