stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,64.13,1068.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.91,0,0,0,0,0,0,0,0,0,0,0
  5-6,32.82,697.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.49,0,0,0,8.83,17.96,0,0,0,0,0,0,0,0,0,0,0
  7-9,17.57,33.21,0,19.34,0,0,0,58.92,0,0,0,0,0,60.31,0,0,0,0,0,0,0,0,0,0,0,706.31,17.06,0,0,227.8,5.09,0,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,68.28,0,74.28,0,15.73,0,147.57,0,0,0,0,0,35.05,0,0,0,0,0,0,0,0,0,0,0,1575.44,29.18,0,0,510.63,7.59,4.37,8.51,51.77,0,14.55,0,0,0,0,0,0
 14-21,0,0,0,4.97,47.8,11.99,0,18.42,0,1.17,0,2.85,0,2.57,0.85,0,4,0,0,0,0.86,24.73,0,0,9.22,338.56,17.79,0,4.47,3.64,2.53,0.91,38.1,0.9,5.1,43.55,68.62,0,0,0.9,0,0
 24-34,0,0,1.42,0,15.62,1.93,0,51.02,0,0,0,9.37,0.63,3.32,0,0,0.77,0,0,1.68,1.3,47.08,0,0,11.82,506.53,3.17,1.03,0.6,0,20.48,0,0,0.73,0,7.24,94.91,0,0,8.29,0,4.23
 36-46,0,0,0,0,5.42,0,0,81.7,0,4.8,1.61,13.29,0,0,0.73,1.4,0,2.05,2.13,16.42,0,34.42,0,0.98,6.45,379.6,0,0.73,4.4,0,26.99,0,0,1.06,0,0,74.9,0,0,4.4,0,1.16
 48-58,0,0,0,0,9.46,0,0,116.52,0,0,3.33,32.36,0.49,0,1.78,0.47,0.46,0,0.65,0,0,42.81,0.52,0,6.47,257.66,0,0,7.15,0,11.1,0,0,0.65,1.03,0,62.62,0,0.42,5.71,0,20.25
 60-70,0,0,0,0,6.59,4.64,0,172.53,1.01,0.99,1.52,33.27,6.02,0,0,3.3,0,0,0,1.05,0,26.51,0.62,0.63,1.74,260.34,0,0,4.86,0,17.75,0,0,0.59,0,0,28.57,0,0,1.71,0,0
 72-82,0,0,1.43,0,3.36,1.12,0,140.68,0,0,3.1,17.57,0.86,0,0.82,1.02,1.98,0,0.61,7.14,0,47.28,0,0,11.07,177.13,0,0,0.56,0,4.42,0,0,0.55,0,0,8.61,0,2.73,12.43,2.86,0
 84-94,0,0,0,0,5.94,6.3,0,126.54,0,0.58,5.03,10.9,3.66,0,0,3.22,2.5,0,0.86,2.36,0,42.07,0,5.11,2.03,107.44,2.06,0,10.1,0,28.2,0,0,0.81,0,0,1.36,0.55,0,13.5,3.17,3.81
 96-106,0,0,1.19,0,13.66,0,0,79.37,0,0,1.48,20.14,3.88,0,0,1.52,0.73,0.64,0.97,3.46,0,12.1,2.83,0,4.46,86.11,0,1.1,3.18,0,9.59,0,0,3.12,0,0,1.8,0,0,0,0.64,2.02
108-118,0,0,3.86,0,6.81,0.49,6.14,63.56,1.3,1.03,3.16,7.63,0.56,0,1.04,2.41,1.05,2.08,0,4.56,0,21.19,0,8.05,8.55,102.02,0.42,2.72,2.21,0,20.75,0,0,0,0,0,4.16,1.2,0.53,4.86,1.17,0
120,0,0,0,0,6.01,5.38,2.19,128.92,0,0,19.12,32.81,3.21,0,0,8.1,0,6.33,1.11,0,0,29.06,0,0,4.2,146.47,3.29,0,2.87,0,9.71,0,0,0,0,0,0,0,0,4.69,0,5.19
