stage,epidermis,eye,glial,mesenchyme,neural,spinal.cord
 14-21,0,0,0,0,1.3,0
 24-34,2.45,0,0,0,1.25,0.9
 36-46,0,0,0,0,1.29,2.79
 48-58,0,0,0,0,0,0.7
 60-70,0,0,0,0,0.58,0
 72-82,0,0,3.44,0,5.87,0
 84-94,0,1.76,0,0.89,2.11,0
 96-106,0,3.33,0,0,18,0
108-118,0,0,3,0,2.9,0
