stage,erythrocytes,eye,mesenchyme,muscle,neural,pronephros,somites,spinal_cord
 14-21,0,2,1.7,0,1.83,0,0.86,0
 24-34,0,1.01,1.46,1.94,0.68,0,0,0
 36-46,0,0,0,0,3.04,0.88,0,2.18
 48-58,0,0,0.57,0,8.06,0,0,0.95
 60-70,0,0,1.85,0,3.49,0,0,0
 84-94,0,0,1.84,0,0,0,0,0
 96-106,0,9.31,0,0,0,0,0,0
108-118,2.36,0,0,0,2.39,0,0,0
120,0,0,0,0,10.74,0,0,0
