stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,0,0.86,1871.78,1.46,0,4.11,0,15.31,0,0,0,3.1,7,4.86,5.36,0,0,0,0,55.14,10.49,0,143.86,44.63,3.54,1.08,0.81,24.85,0,106.12,0,53.84,0,141.77,42.05,3.43,0,0,0,0,0
 24-34,0,0,0,1662.66,2.15,0,72.7,25.07,122.73,7.42,22.66,5.09,0,10.22,20.75,43.96,0,9.27,12.05,0,746.56,18.72,0,723.43,260.05,2.35,16.79,9.57,0,0,100.77,0,0.93,12.18,191.57,96.19,13.36,0,0,4.42,0,0
 36-46,0,0.85,0,887.15,0,0,57.29,53.24,179.57,25.09,22.81,4.65,0,10.69,27.89,93.38,0,8.46,0,6.95,1471.68,9.32,5.13,432.48,150.62,0,8.99,12.33,0,0,159.99,0,16.36,11.3,114.4,3.15,26.17,0,0,0.76,0,2.49
 48-58,0,0,0,444.53,0,0,56.71,27.8,209.67,44.63,36.89,0,0,6.48,12.02,5.46,0,5.74,1.61,0,770.15,10.11,2.33,161.69,151.09,0,3.52,2.13,0,0,87.63,0.65,0,1.14,37.37,0,11.17,0,0,2.22,0,13.95
 60-70,0.81,0,0,433.24,0,0,72.88,8.76,255.55,33.96,52.81,1.09,5.53,2.49,11.88,5.97,0,13.19,3.58,0,612.84,8.12,0,124.49,55.81,3.13,1.41,8.94,0,2.76,117.87,0,0,6.62,22.01,0,2.71,0,4.09,2.11,0,0
 72-82,0,0,0,408.58,3.31,0,79.78,4.13,274.58,59.22,78.86,6.12,0,0.49,43.58,17.94,0,12.3,0,0,773.17,13.33,6.46,120.85,94.81,0,1.85,2.41,0,2.5,101.73,0,0,1,0,0,5.26,3.58,13.98,5.74,0.58,1.68
 84-94,0,0,0,880.25,3.94,0,91.5,4.46,488.62,60.13,36.77,13.11,0.66,1.6,53.38,45.66,0,21.96,0,0,692.23,8.31,0,112.16,42.69,0,12.45,11.18,0,0,186.69,0,0,18.32,2.71,0,4.52,11.25,7.69,2.09,1.94,6.26
 96-106,0,0,0,1287.36,13.74,2.29,120.2,5.05,700.36,106.1,72.89,37.94,0,0,63.98,70.68,0.63,35.36,2.75,0.69,680.93,24.25,3.61,118.69,135.01,6.5,30.83,6.9,10.66,4.64,195.19,0,0,3.78,3.5,0,6.92,20.89,25.49,2.45,4.62,0
108-118,1.35,0,0,1256.69,5.19,0,50.62,6.25,1074.16,76.93,78.74,52.72,0,7.53,33.08,66.08,0,41.43,3.82,0,985.53,8.81,2.92,110.28,130.06,0.5,30.5,11.46,0,4.07,162.59,0,0,8.48,8.41,0,1.25,25.26,41.18,6.59,3.1,2.28
120,0,0,0,777.37,1.22,0,67.77,13.23,611.4,110.59,55.24,28.55,0,0,40.43,26.91,0,26.98,5.66,0,726.67,18.88,14.23,119.36,142.98,0,7.66,26.84,0,11.97,151.89,0,0,2.98,0,0,0,5.93,16.92,27.28,2.64,0
