stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,24.48,459.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.87,0,0,0,0,0,0,0,0,0,0,0
  5-6,28.42,714.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.42,0,0,0,0,0,10.84,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.75,5.73,0,0,0,0,0,15.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.6,9.62,0,0,37.82,0,0,5.74,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,10.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.52,0,0,0,12.28,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,0,0,4.22,3.68,0,0,0,0,0,0,0,1.29,0,1.15,2.13,0,0,0,0,0,0
 24-34,0,0,0,0.67,16.23,0.81,0,9.7,410.01,0,0,1.71,0,0,0,0,0,0,0,0,4.67,0,0,52.03,168.05,0.87,0,0.64,0,3.82,4.12,0,0,0,2.03,46.67,20.91,0,0,5.76,0,3.03
 36-46,0,0,0,0,15.98,0.72,0,23.59,1376.43,2.05,0.57,2.71,0,2.65,0.73,0,0,0.72,0,5.56,12.74,0,0.63,47.53,155.11,1.93,5.18,0,0,0,5.54,0,0,0,4.24,1.38,28.01,0,0,0.91,0,8.34
 48-58,0,0,0,0,9.2,1.05,0,104.47,1533.38,0.95,1.38,22.22,0,1.04,1.01,6.66,0,0,7.47,6.31,37.32,0.8,1.1,75.56,419.06,5.42,1.3,0,0,0,18.42,0,0,0,1.25,0,74.33,0,0.4,7,0,8.71
 60-70,0,0,0,0,28.98,3.23,0,231.02,1136.02,1.31,3.54,34.08,0,0,3.28,9.74,0.9,0,6.52,8.58,50.92,1.53,7.19,60.06,283.27,0,2.25,1.58,0,0,21.45,0,0,1.68,6.9,0,22.56,0,0,7.75,0,13.48
 72-82,0,0,0.98,0,5.75,18.42,0,168.57,671.08,0.51,4.1,15.73,3.41,0.73,10.72,0,2.63,3.36,3.49,0,64.24,0,0,41.44,294.48,0.77,0,4.24,0,0,13.86,0,0,0,3.44,0,14.1,0,1.36,7.82,0,56.02
 84-94,0,0,0,0,14.59,32.7,0,140.83,1103.66,7.79,10.23,29.99,8.54,0,12.1,0.58,0,0,12.53,4.2,62.58,0,1.19,47.74,253.59,1.84,3.59,0,0,0.91,29.06,0,0,0,4.64,0,20.76,2.69,0,1.4,2.34,19.12
 96-106,0,0,0,0,29.21,76.97,0,289.96,1642.22,0,9.56,78.24,10.92,1.84,6.23,0.8,1.05,2.53,19.03,0,91.91,6.29,6.38,78.67,416.78,2.35,5.99,9.08,10.66,0,46.34,1.35,0,0,14.65,0,18.24,0,6.26,23.66,5.35,38.16
108-118,0,0,0,0,24.05,21.23,2.84,238.77,1252.78,13.27,0,46.53,0.43,0,11.21,4.68,4.75,0,23.53,0.54,92.04,2.77,5.62,118.41,409.41,0,3.52,8.25,0,4.02,39.99,0,0,0,9.37,0,24.65,0.89,0,16.38,0,9.02
120,0,0,0,0,8.25,15.92,0,68.71,755.37,0,1.44,25.93,2.91,0,27.08,1.06,2.22,0,16.46,0,78.37,1.49,13.57,89.54,347.8,2.14,8.55,0,0,0,8.18,0,0,0,1.21,0,13.57,0,7.67,20.59,0,7.26
