stage,eye,fin.mesenchyme,gut,neural,olfactory,spinal.cord
 24-34,0,0,0,0.66,0,0
 36-46,0,0,0,2.04,0,0.99
 60-70,4.59,0,0,0,0,0
 72-82,7.52,0.79,0.53,0.89,0,0
 84-94,10.74,0,0,1.24,0,0
 96-106,6.93,0,0,0,0,0
108-118,0,0,0,0,0.43,0
