stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,198.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.03,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,275.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.72,0,0,0,9.77,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.28,11.27,0,13.4,0,0,0,65.27,0,0,0,0,0,38.74,0,0,0,0,0,0,0,0,0,0,0,453.54,27.31,0,0,155.59,0,8.31,15.74,0,0,0,0,0,0,0,0,0,0
 10-12,0,25.62,0,25.93,0,0,0,104.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094.35,11.21,0,0,352.45,0,0,8.7,0,54.77,0,0,0,0,0,0,0,0
 14-21,0,0,0,8.07,82.17,18.75,0,50.11,0,0,0,32.04,3.25,0,2.45,1.43,2.13,0,0,0,3.43,44.38,0,0,32.03,571.73,11.62,4.04,0,4.88,0,8.34,2.11,74.79,11.99,4.8,47.95,188.75,0,0,3.63,0,1.35
 24-34,0,0,0,2.8,25.53,9.48,0,89.84,0,0,0,16.25,0,0,2.73,0.6,0,3.22,1.23,1.38,4.09,89.02,0.87,0,26.66,700.52,1.79,18.29,8.21,0,0,6.25,0,0,12.95,0,9.8,145.22,0,0,23.18,0,0
 36-46,0,0,0,0,41.56,1.22,0,149.68,0,0,1.59,12.38,0.73,0,0,9.44,0.56,0,0.65,4.06,8.52,90.45,0,1.14,23.34,512.36,0,10.02,7.15,0,0,4.35,0,0,13.34,0,0,104.45,0,0,8.67,0,18.15
 48-58,0,0,0,0.6,19.43,0,0,290.83,3.64,2.03,3,42.08,0,3.95,0.67,4.67,0,2.21,3.71,4.44,0,91.76,0,1.37,17.06,644.12,0.58,13.04,4.55,0,0.53,5.05,0,0,1.08,0,0,100.36,0,1.71,11.11,0,7.94
 60-70,0,0,0,0,11.01,0.6,0,395.6,0.65,6.47,0,29.52,5.77,0.63,0,0.81,0.92,1.15,2.13,0,0,111.93,0,6.83,9.33,492.96,0,7.21,2.42,0,0,9.57,0,0,0,0,0,41.06,0,0.73,6.57,0.87,0.77
 72-82,0,0,3.34,0,24.4,0.56,0,204.56,1.43,0.63,2.17,43.93,8.9,0,2.35,4.03,1.1,4.34,1.12,9.56,0,96.26,0,1.21,18.95,302.95,0,13,8.69,0,0,4.65,1.41,0,3.61,0,0,19.87,0.69,1.32,2.35,0,0
 84-94,0,0,1.15,0,24.19,1.81,1.52,165.51,0,4.39,6.22,29.77,6.28,0.71,0.97,7.2,3.58,2.42,2.28,3.31,0.67,116.58,0,6.64,12.94,273.71,0,8.66,3.38,0,0,27.51,0,0,2.28,0,0,20.05,1.22,3.87,2.32,3.48,10.06
 96-106,0,0,2.41,0,33.53,4.86,0,185.7,0.62,6.34,2.78,30.28,5.64,0,3.11,7.15,1.62,3.09,1.73,1.06,0,112.31,0,4.04,13.03,273.29,1.4,23.68,8.89,0,0,24.48,0.7,0,3.73,0,0,26.79,0.74,3.76,3.67,7.74,14.98
108-118,0,0,2.48,0.49,22.3,0.92,0,105.51,0,6.95,1.01,27.46,2.12,0,0,7.61,4.91,2.81,1.44,4.06,0,85.03,2.25,2.52,12.32,308.44,1.66,12.16,9.93,0,5.22,7.7,0,0,0.64,0,0,7.96,1.76,0,7.6,0,17.76
120,0,0,0,0,52.36,1.33,0,81.37,0,15.11,0,72.74,5.65,0,1.85,22.04,2.97,18.72,0,12.2,0,124.36,0,10.39,6.88,441.48,0,7.11,7.3,0,0,15.86,0,0,0,0,0,20.46,0,1.52,7.33,5.05,0
